pclass,survived,sex,age
3,0,female,37
3,0,male,29
3,0,male,29
3,0,male,22
3,0,male,32
3,0,male,34.5
3,0,male,36
3,0,male,39
3,0,male,24
3,0,female,25
3,0,female,45
3,0,male,36
3,0,female,30
3,0,male,28
3,0,male,30
3,0,female,26
3,0,male,20.5
3,0,male,51
3,0,male,22
3,0,male,29
3,0,female,30.5
3,0,male,35
3,0,male,33
3,0,female,35
3,0,male,24
3,0,female,19
3,0,male,55.5
3,0,male,24
3,0,male,21
3,0,male,28
3,0,male,25
3,0,male,34
3,0,male,18
3,0,male,22
3,0,male,33
3,0,female,29
3,0,male,28
3,0,male,21
3,0,male,41
3,0,male,21
3,0,male,28.5
3,0,male,61
3,0,male,23
3,0,male,28
3,0,male,42
3,0,female,31
3,0,male,28
3,0,male,20
3,0,female,23
3,0,female,20
3,0,male,20
3,0,male,16
3,0,male,2
3,0,male,6
3,0,female,3
3,0,female,8
3,0,female,29
3,0,male,1
3,0,male,7
3,0,male,2
3,0,male,16
3,0,male,14
3,0,female,41
3,0,male,21
3,0,male,19
3,0,male,32
3,0,male,0.75
3,0,female,3
3,0,female,26
3,0,male,21
3,0,male,25
3,0,male,22
3,0,male,24
3,0,female,28
3,0,male,19
3,0,male,25
3,0,female,18
3,0,male,17
3,0,male,24
3,0,male,38
3,0,male,21
3,0,male,10
3,0,male,4
3,0,male,7
3,0,male,2
3,0,male,8
3,0,female,39
3,0,female,22
3,0,male,35
3,0,male,50
3,0,female,47
3,0,female,2
3,0,male,18
3,0,female,41
3,0,male,50
3,0,male,16
3,0,male,25
3,0,male,38.5
3,0,male,14.5
3,0,male,24
3,0,male,39
3,0,male,20
3,0,male,24.5
3,0,male,22
3,0,male,40
3,0,male,21
3,0,male,4
3,0,male,10
3,0,female,9
3,0,female,2
3,0,male,40
3,0,female,45
3,0,male,19
3,0,male,30
3,0,male,32
3,0,male,33
3,0,male,21
3,0,male,60.5
3,0,male,19
3,0,female,22
3,0,male,27
3,0,female,2
3,0,female,29
3,0,male,25
3,0,male,74
3,0,male,24
3,0,male,34
3,0,male,32
3,0,male,30.5
3,0,male,44
3,0,male,36
3,0,male,11.5
3,0,male,40.5
3,0,female,10
3,0,male,36
3,0,female,30
3,0,male,33
3,0,male,28
3,0,male,28
3,0,male,47
3,0,female,18
3,0,male,31
3,0,male,16
3,0,female,31
3,0,male,20
3,0,female,14
3,0,male,22
3,0,male,22
3,0,male,32.5
3,0,male,51
3,0,male,18
3,0,male,21
3,0,male,28.5
3,0,male,21
3,0,male,27
3,0,male,36
3,0,male,27
3,0,male,45.5
3,0,female,14.5
3,0,male,26.5
3,0,male,27
3,0,male,29
