councilName,wardName,DistrictGSS,WardGSS,partyFullName,party,candidateFullName,candidateFirstName,candidateLastName,numVotes,elected
barking and dagenham,heath,E09000002,E05000034,Labour Party,Lab,Olawale Martins,Olawale,Martins,952,1
barking and dagenham,longbridge,E09000002,E05000035,Conservative and Unionist Party,Con,Shah Rahman,Shah,Rahman,1150,0
barking and dagenham,longbridge,E09000002,E05000035,Labour Party,Lab,Faruk Choudhury,Faruk,Choudhury,2038,1
barking and dagenham,longbridge,E09000002,E05000035,Labour Party,Lab,Lynda Jane Rice,Lynda,Rice,1746,1
barking and dagenham,longbridge,E09000002,E05000035,Labour Party,Lab,Rocky Gill,Rocky,Gill,2164,1
barking and dagenham,longbridge,E09000002,E05000035,Liberal Democrats,LD,Zygimantas Adomavicius,Zygimantas,Adomavicius,373,0
barking and dagenham,mayesbrook,E09000002,E05000036,Conservative and Unionist Party,Con,Andy McNab,Andy,McNab,565,0
barking and dagenham,mayesbrook,E09000002,E05000036,Conservative and Unionist Party,Con,Florin Cornel Lazar,Florin,Lazar,559,0
barking and dagenham,mayesbrook,E09000002,E05000036,Labour Party,Lab,Ade Oluwole,Ade,Oluwole,1242,1
barking and dagenham,mayesbrook,E09000002,E05000036,Labour Party,Lab,Kashif Haroon,Kashif,Haroon,1259,1
barking and dagenham,mayesbrook,E09000002,E05000036,Labour Party,Lab,Nashitha Choudhury,Nashitha,Choudhury,1301,1
barking and dagenham,northbury,E09000002,todo,Conservative and Unionist Party,Con,Tariq Saeed,Tariq,Saeed,363,0
barking and dagenham,northbury,E09000002,todo,Green Party,Grn,Alex Hollis,Alex,Hollis,221,0
barking and dagenham,northbury,E09000002,todo,Green Party,Grn,Jon Wright,Jon,Wright,209,0
barking and dagenham,northbury,E09000002,todo,Green Party,Grn,Simon Anthony,Simon,Anthony,317,0
barking and dagenham,northbury,E09000002,todo,Labour Party,Lab,Darren Rodwell,Darren,Rodwell,1398,1
barking and dagenham,northbury,E09000002,todo,Labour Party,Lab,Giasuddin Miah,Giasuddin,Miah,1364,1
barking and dagenham,northbury,E09000002,todo,Labour Party,Lab,Saima Ashraf,Saima,Ashraf,1500,1
barking and dagenham,parsloes,E09000002,E05000037,Conservative and Unionist Party,Con,Tilly Wijesuriya,Tilly,Wijesuriya,577,0
barking and dagenham,parsloes,E09000002,E05000037,Labour Party,Lab,Chris Rice,Chris,Rice,1558,1
barking and dagenham,parsloes,E09000002,E05000037,Labour Party,Lab,Elizabeth Kangethe,Elizabeth,Kangethe,1506,1
barking and dagenham,parsloes,E09000002,E05000037,Labour Party,Lab,Hardial Singh Rai,Hardial,Rai,1296,1
barking and dagenham,thames view,E09000002,todo,Christian Peoples Alliance,Other,Lucy Ewube Baiye-Gaman,Lucy,Baiye-Gaman,91,0
barking and dagenham,thames view,E09000002,todo,Conservative and Unionist Party,Con,Andrew Boff,Andrew,Boff,263,0
barking and dagenham,thames view,E09000002,todo,Labour Party,Lab,Fatuma Nalule,Fatuma,Nalule,701,1
barking and dagenham,thames view,E09000002,todo,Labour Party,Lab,Sabbir Zamee,Sabbir,Zamee,633,1
barking and dagenham,thames view,E09000002,todo,Trade Unionist and Socialist Coalition,Other,Akhter Khan,Akhter,Khan,75,0
barking and dagenham,valence,E09000002,E05000040,Conservative and Unionist Party,Con,Kevin Jingreed Londero,Kevin,Londero,570,0
barking and dagenham,valence,E09000002,E05000040,Labour Party,Lab,Jane Jones,Jane,Jones,1514,1
barking and dagenham,valence,E09000002,E05000040,Labour Party,Lab,Maureen Margaret Worby,Maureen,Worby,1403,1
barking and dagenham,valence,E09000002,E05000040,Labour Party,Lab,Syed Feroz Ghani,Syed,Ghani,1358,1
barking and dagenham,village,E09000002,E05000041,Conservative and Unionist Party,Con,Beris James,Beris,James,471,0
barking and dagenham,village,E09000002,E05000041,Conservative and Unionist Party,Con,Vincent Robert Williams,Vincent,Williams,431,0
barking and dagenham,village,E09000002,E05000041,Labour Party,Lab,Lee Waker,Lee,Waker,1675,1
barking and dagenham,village,E09000002,E05000041,Labour Party,Lab,Margaret Mullane,Margaret,Mullane,1690,1
barking and dagenham,village,E09000002,E05000041,Labour Party,Lab,Phil Waker,Phil,Waker,1647,1
barking and dagenham,whalebone,E09000002,E05000042,Conservative and Unionist Party,Con,Subhash Nair,Subhash,Nair,709,0
barking and dagenham,whalebone,E09000002,E05000042,Labour Party,Lab,Andrew Achilleos,Andrew,Achilleos,1687,1
barking and dagenham,whalebone,E09000002,E05000042,Labour Party,Lab,Glenda Paddle,Glenda,Paddle,1698,1
barking and dagenham,whalebone,E09000002,E05000042,Labour Party,Lab,Mukhtar Yusuf,Mukhtar,Yusuf,1441,1
barnet,barnet vale,E09000003,todo,Conservative and Unionist Party,Con,David Longstaff,David,Longstaff,2080,1
barnet,barnet vale,E09000003,todo,Conservative and Unionist Party,Con,Julian Teare,Julian,Teare,2016,0
barnet,barnet vale,E09000003,todo,Conservative and Unionist Party,Con,William Alexander Kumar,William,Kumar,1972,0
barnet,barnet vale,E09000003,todo,Green Party,Grn,Charles Edward Kell Wicksteed,Charles,Wicksteed,732,0
barnet,barnet vale,E09000003,todo,Labour Party,Lab,Marianne Haylett,Marianne,Haylett,2192,1
barnet,barnet vale,E09000003,todo,Labour Party,Lab,Richard Jeronym Barnes,Richard,Barnes,2054,1
barnet,barnet vale,E09000003,todo,Labour Party,Lab,Robert Iqbal Imrit Persad,Robert,Persad,1834,0
barnet,barnet vale,E09000003,todo,Liberal Democrats,LD,Benjamin James Papworth,Benjamin,Papworth,416,0
barnet,barnet vale,E09000003,todo,Liberal Democrats,LD,Simon Jeremy Cohen,Simon,Cohen,747,0
barnet,barnet vale,E09000003,todo,Liberal Democrats,LD,Stephen Barber,Stephen,Barber,693,0
barnet,brunswick park,E09000003,E05000043,Conservative and Unionist Party,Con,Josh Mastin‐Lee,Josh,Mastin‐Lee,1805,0
barnet,brunswick park,E09000003,E05000043,Conservative and Unionist Party,Con,Lisa Rutter,Lisa,Rutter,1918,0
barnet,brunswick park,E09000003,E05000043,Conservative and Unionist Party,Con,Nicole Richer,Nicole,Richer,1829,0
barnet,brunswick park,E09000003,E05000043,Green Party,Grn,David Farbey,David,Farbey,524,0
barnet,brunswick park,E09000003,E05000043,Labour Party,Lab,Giulia Monasterio,Giulia,Monasterio,2381,1
barnet,brunswick park,E09000003,E05000043,Labour Party,Lab,Paul David Lemon,Paul,Lemon,2353,1
barnet,brunswick park,E09000003,E05000043,Labour Party,Lab,Tony Vourou,Tony,Vourou,2193,1
barnet,brunswick park,E09000003,E05000043,Liberal Democrats,LD,Glyn Williams,Glyn,Williams,262,0
barnet,brunswick park,E09000003,E05000043,Liberal Democrats,LD,Jonathon Stern,Jonathon,Stern,247,0
barnet,brunswick park,E09000003,E05000043,Liberal Democrats,LD,Luigi Bille,Luigi,Bille,321,0
barnet,burnt oak,E09000003,E05000044,Conservative and Unionist Party,Con,Ruth Caroline Alexandra Hart,Ruth,Hart,962,0
barnet,burnt oak,E09000003,E05000044,Conservative and Unionist Party,Con,Samuel Shupac,Samuel,Shupac,736,0
barnet,burnt oak,E09000003,E05000044,Conservative and Unionist Party,Con,Timothy James Matthew Weng Ho McGeever,Timothy,McGeever,861,0
barnet,burnt oak,E09000003,E05000044,Green Party,Grn,Rashina Shah,Rashina,Shah,520,0
barnet,burnt oak,E09000003,E05000044,Labour Party,Lab,Ammar Naqvi,Ammar,Naqvi,2105,1
barnet,burnt oak,E09000003,E05000044,Labour Party,Lab,Kamal Bahadur Gurung,Kamal,Gurung,2377,1
barnet,burnt oak,E09000003,E05000044,Labour Party,Lab,Sara Conway,Sara,Conway,2545,1
barnet,childs hill,E09000003,E05000045,Conservative and Unionist Party,Con,Adam Gheasuddin,Adam,Gheasuddin,1497,0
barnet,childs hill,E09000003,E05000045,Conservative and Unionist Party,Con,Nizza Fluss,Nizza,Fluss,1740,0
barnet,childs hill,E09000003,E05000045,Conservative and Unionist Party,Con,Peter Zinkin,Peter,Zinkin,1746,0
barnet,childs hill,E09000003,E05000045,Green Party,Grn,Karen Anne Dolby,Karen,Dolby,451,0
barnet,childs hill,E09000003,E05000045,Labour Party,Lab,Giulia Innocenti,Giulia,Innocenti,2061,1
barnet,childs hill,E09000003,E05000045,Labour Party,Lab,Matthew Perlberg,Matthew,Perlberg,1936,1
barnet,childs hill,E09000003,E05000045,Labour Party,Lab,Nigel Young,Nigel,Young,1844,1
barnet,childs hill,E09000003,E05000045,Liberal Democrats,LD,Emma Samantha Rozenberg,Emma,Rozenberg,597,0
barnet,childs hill,E09000003,E05000045,Liberal Democrats,LD,Sam Cohen,Sam,Cohen,627,0
barnet,childs hill,E09000003,E05000045,Liberal Democrats,LD,Toby Edward Davis,Toby,Davis,502,0
barnet,colindale north,E09000003,todo,Conservative and Unionist Party,Con,Ben Margulies,Ben,Margulies,360,0
barnet,colindale north,E09000003,todo,Conservative and Unionist Party,Con,Joseph Prager,Joseph,Prager,333,0
barnet,colindale north,E09000003,todo,Green Party,Grn,Maggie Curati,Maggie,Curati,172,0
barnet,colindale north,E09000003,todo,Independent,Ind,Marcin Jozef Nocek,Marcin,Nocek,243,0
barnet,colindale north,E09000003,todo,Independent,Ind,Sabriye Warsame,Sabriye,Warsame,91,0
barnet,colindale north,E09000003,todo,Labour Party,Lab,Andreas Ioannidis,Andreas,Ioannidis,1156,1
barnet,colindale north,E09000003,todo,Labour Party,Lab,Zakia Zubairi,Zakia,Zubairi,1102,1
barnet,colindale south,E09000003,todo,Conservative and Unionist Party,Con,Adam Alexander Collins,Adam,Collins,945,0
barnet,colindale south,E09000003,todo,Conservative and Unionist Party,Con,Nigel Saidler,Nigel,Saidler,775,0
barnet,colindale south,E09000003,todo,Conservative and Unionist Party,Con,Shivaji Ghosh,Shivaji,Ghosh,807,0
barnet,colindale south,E09000003,todo,Green Party,Grn,Rajul Shah,Rajul,Shah,437,0
barnet,colindale south,E09000003,todo,Labour Party,Lab,Gill Sargeant,Gill,Sargeant,2008,1
barnet,colindale south,E09000003,todo,Labour Party,Lab,Humayune Rasheed Khalick,Humayune,Khalick,1888,1
barnet,colindale south,E09000003,todo,Labour Party,Lab,Nagus Narenthira,Nagus,Narenthira,1936,1
barnet,cricklewood,E09000003,todo,Conservative and Unionist Party,Con,Ajantha Tennakoon,Ajantha,Tennakoon,356,0
barnet,cricklewood,E09000003,todo,Conservative and Unionist Party,Con,Yosef David,Yosef,David,415,0
barnet,cricklewood,E09000003,todo,Green Party,Grn,Danielle Rene Pollastri,Danielle,Pollastri,192,0
barnet,cricklewood,E09000003,todo,Labour and Co-operative Party,Lab,Alan Schneiderman,Alan,Schneiderman,1109,1
barnet,cricklewood,E09000003,todo,Labour and Co-operative Party,Lab,Anne Clarke,Anne,Clarke,1314,1
barnet,cricklewood,E09000003,todo,Liberal Democrats,LD,Charles Patrick Lawton,Charles,Lawton,106,0
barnet,cricklewood,E09000003,todo,Liberal Democrats,LD,Sophie Clare Leighton,Sophie,Leighton,131,0
barnet,east barnet,E09000003,E05000048,Conservative and Unionist Party,Con,Felix Alexander Byers,Felix,Byers,2229,0
barnet,east barnet,E09000003,E05000048,Conservative and Unionist Party,Con,Paul Roberts,Paul,Roberts,2023,0
barnet,east barnet,E09000003,E05000048,Conservative and Unionist Party,Con,Pavan Pavanakumar,Pavan,Pavanakumar,2055,0
barnet,east barnet,E09000003,E05000048,Green Party,Grn,Judith Eleanor Harriet Echlin,Judith,Echlin,628,0
barnet,east barnet,E09000003,E05000048,Labour Party,Lab,Edith David,Edith,David,2514,1
barnet,east barnet,E09000003,E05000048,Labour Party,Lab,Philip Cohen,Philip,Cohen,2547,1
barnet,east barnet,E09000003,E05000048,Labour Party,Lab,Simon Radford,Simon,Radford,2342,1
barnet,east barnet,E09000003,E05000048,Liberal Democrats,LD,David Alexander Giles Nowell,David,Nowell,280,0
barnet,east barnet,E09000003,E05000048,Liberal Democrats,LD,David Jeremy Keech,David,Keech,243,0
barnet,east barnet,E09000003,E05000048,Liberal Democrats,LD,Sean Hooker,Sean,Hooker,374,0
barnet,east finchley,E09000003,E05000049,Conservative and Unionist Party,Con,Lesley Ruth McIlmoyle,Lesley,McIlmoyle,643,0
barnet,east finchley,E09000003,E05000049,Conservative and Unionist Party,Con,Megan Tucker,Megan,Tucker,627,0
barnet,east finchley,E09000003,E05000049,Conservative and Unionist Party,Con,Robert Owen Buckwell,Robert,Buckwell,671,0
barnet,east finchley,E09000003,E05000049,Green Party,Grn,Steve Parsons,Steve,Parsons,592,0
barnet,east finchley,E09000003,E05000049,Labour and Co-operative Party,Lab,Alison Moore,Alison,Moore,3001,1
barnet,east finchley,E09000003,E05000049,Labour and Co-operative Party,Lab,Arjun Mittra,Arjun,Mittra,3122,1
barnet,east finchley,E09000003,E05000049,Labour and Co-operative Party,Lab,Claire Farrier,Claire,Farrier,2895,1
barnet,east finchley,E09000003,E05000049,Liberal Democrats,LD,David Julian Noble,David,Noble,783,0
barnet,east finchley,E09000003,E05000049,Liberal Democrats,LD,Julia Elizabeth Maryke Hines,Julia,Hines,924,0
barnet,east finchley,E09000003,E05000049,Liberal Democrats,LD,Sachin Patel,Sachin,Patel,729,0
barnet,edgware,E09000003,E05000050,Conservative and Unionist Party,Con,Lucy Emma Wakeley,Lucy,Wakeley,3110,1
barnet,edgware,E09000003,E05000050,Conservative and Unionist Party,Con,Nick Mearing-Smith,Nick,Mearing-Smith,3007,1
barnet,edgware,E09000003,E05000050,Conservative and Unionist Party,Con,Shuey Gordon,Shuey,Gordon,2746,1
barnet,edgware,E09000003,E05000050,Green Party,Grn,Dudley Robert Alexander Miles,Dudley,Miles,510,0
barnet,edgware,E09000003,E05000050,Labour Party,Lab,Nikhilesh Chakraborty,Nikhilesh,Chakraborty,1671,0
barnet,edgware,E09000003,E05000050,Labour Party,Lab,Ryan Jackson,Ryan,Jackson,1478,0
barnet,edgware,E09000003,E05000050,Labour Party,Lab,Sorah Leah Gluck,Sorah,Gluck,1372,0
barnet,edgware,E09000003,E05000050,Women's Equality Party,Other,Lisa Nicole Bard,Lisa,Bard,453,0
barnet,edgwarebury,E09000003,todo,Conservative and Unionist Party,Con,Lacchya Bahadur Gurung,Lacchya,Gurung,1691,1
barnet,edgwarebury,E09000003,todo,Conservative and Unionist Party,Con,Sarah Wardle,Sarah,Wardle,1749,1
barnet,edgwarebury,E09000003,todo,Green Party,Grn,Sam Murray,Sam,Murray,284,0
barnet,edgwarebury,E09000003,todo,Labour Party,Lab,Josh Tapper,Josh,Tapper,1649,0
barnet,edgwarebury,E09000003,todo,Labour Party,Lab,Nila Patel,Nila,Patel,1582,0
barnet,finchley church end,E09000003,E05000051,Conservative and Unionist Party,Con,Daniel Thomas,Daniel,Thomas,2140,1
barnet,finchley church end,E09000003,E05000051,Conservative and Unionist Party,Con,Eva Greenspan,Eva,Greenspan,2357,1
barnet,finchley church end,E09000003,E05000051,Conservative and Unionist Party,Con,Jennifer Grocock,Jennifer,Grocock,2155,1
barnet,finchley church end,E09000003,E05000051,Green Party,Grn,Nina Bryony Jacoby‐Owen,Nina,Jacoby‐Owen,464,0
barnet,finchley church end,E09000003,E05000051,Labour Party,Lab,Hilary Frances Burrage,Hilary,Burrage,1339,0
barnet,finchley church end,E09000003,E05000051,Labour Party,Lab,Mary McGuirk,Mary,McGuirk,1226,0
barnet,finchley church end,E09000003,E05000051,Labour Party,Lab,Suzanne Baker,Suzanne,Baker,1464,0
barnet,finchley church end,E09000003,E05000051,Liberal Democrats,LD,Daniel Ken Fenesan,Daniel,Fenesan,1291,0
barnet,finchley church end,E09000003,E05000051,Liberal Democrats,LD,Dominic Aubrey‐Jones,Dominic,Aubrey‐Jones,1387,0
barnet,finchley church end,E09000003,E05000051,Liberal Democrats,LD,Sarah Hoyle,Sarah,Hoyle,1465,0
barnet,friern barnet,E09000003,todo,Conservative and Unionist Party,Con,Anila Skeja,Anila,Skeja,991,0
barnet,friern barnet,E09000003,todo,Conservative and Unionist Party,Con,Kate Salinger,Kate,Salinger,1137,0
barnet,friern barnet,E09000003,todo,Conservative and Unionist Party,Con,Kevin Kishar Ghateh,Kevin,Ghateh,1026,0
barnet,friern barnet,E09000003,todo,Green Party,Grn,Ed Tytherleigh,Ed,Tytherleigh,550,0
barnet,friern barnet,E09000003,todo,Labour Party,Lab,Barry John Rawlings,Barry,Rawlings,2779,1
barnet,friern barnet,E09000003,todo,Labour Party,Lab,Linda Lusingu,Linda,Lusingu,2880,1
barnet,friern barnet,E09000003,todo,Labour Party,Lab,Pauline Coakley Webb,Pauline,Webb,3030,1
barnet,friern barnet,E09000003,todo,Liberal Democrats,LD,Graham Craig,Graham,Craig,367,0
barnet,friern barnet,E09000003,todo,Liberal Democrats,LD,Lavinia Jessup,Lavinia,Jessup,350,0
barnet,friern barnet,E09000003,todo,Liberal Democrats,LD,Zoe Anne Myerson,Zoe,Myerson,350,0
barnet,garden suburb,E09000003,E05000052,Conservative and Unionist Party,Con,Michael Edward Francis Mire,Michael,Mire,1878,1
barnet,garden suburb,E09000003,E05000052,Conservative and Unionist Party,Con,Rohit Grover,Rohit,Grover,1895,1
barnet,garden suburb,E09000003,E05000052,Green Party,Grn,Nicolas James Alexander Ceasar,Nicolas,Ceasar,369,0
barnet,garden suburb,E09000003,E05000052,Independent,Ind,Brian Joe Ingram,Brian,Ingram,311,0
barnet,garden suburb,E09000003,E05000052,Labour Party,Lab,Adam Kayani,Adam,Kayani,878,0
barnet,garden suburb,E09000003,E05000052,Labour Party,Lab,Kathy Levine,Kathy,Levine,1052,0
barnet,garden suburb,E09000003,E05000052,Liberal Democrats,LD,Altan Richard Akbiyik,Altan,Akbiyik,496,0
barnet,garden suburb,E09000003,E05000052,Liberal Democrats,LD,Daniel Mermelstein,Daniel,Mermelstein,622,0
barnet,golders green,E09000003,E05000053,Conservative and Unionist Party,Con,Dean Cohen,Dean,Cohen,2171,1
barnet,golders green,E09000003,E05000053,Conservative and Unionist Party,Con,Melvin Cohen,Melvin,Cohen,2146,1
barnet,golders green,E09000003,E05000053,Green Party,Grn,Adele Ward,Adele,Ward,205,0
barnet,golders green,E09000003,E05000053,Labour Party,Lab,Karen Walkden,Karen,Walkden,650,0
barnet,golders green,E09000003,E05000053,Labour Party,Lab,Susan Ann Waller,Susan,Waller,613,0
barnet,golders green,E09000003,E05000053,Liberal Democrats,LD,Penny Gostyn,Penny,Gostyn,190,0
barnet,golders green,E09000003,E05000053,Liberal Democrats,LD,Simon Bradley Shaer,Simon,Shaer,156,0
barnet,golders green,E09000003,E05000053,Women's Equality Party,Other,Debbie Brazil,Debbie,Brazil,113,0
barnet,hendon,E09000003,E05000055,Conservative and Unionist Party,Con,Alex Prager,Alex,Prager,2545,1
barnet,hendon,E09000003,E05000055,Conservative and Unionist Party,Con,Joshua Aaron Conway,Joshua,Conway,2632,1
barnet,hendon,E09000003,E05000055,Conservative and Unionist Party,Con,Mark Shooter,Mark,Shooter,2436,1
barnet,hendon,E09000003,E05000055,Green Party,Grn,Christopher Jon Fordyce,Christopher,Fordyce,429,0
barnet,hendon,E09000003,E05000055,Independent,Ind,Franca Mina Anna Oliffe,Franca,Oliffe,568,0
barnet,hendon,E09000003,E05000055,Labour Party,Lab,Charlotte Elizabeth Daus,Charlotte,Daus,1427,0
barnet,hendon,E09000003,E05000055,Labour Party,Lab,David Jonathan Dunitz,David,Dunitz,1329,0
barnet,hendon,E09000003,E05000055,Labour Party,Lab,Viljo George Rafiq Wilding,Viljo,Wilding,1018,0
barnet,hendon,E09000003,E05000055,Liberal Democrats,LD,Eunice Margaret Phillips,Eunice,Phillips,240,0
barnet,hendon,E09000003,E05000055,Liberal Democrats,LD,Janice Turner,Janice,Turner,276,0
barnet,hendon,E09000003,E05000055,Liberal Democrats,LD,Michael James Hughes,Michael,Hughes,277,0
barnet,high barnet,E09000003,E05000056,Conservative and Unionist Party,Con,Dan King,Dan,King,1459,0
barnet,high barnet,E09000003,E05000056,Conservative and Unionist Party,Con,Lara Akindiji,Lara,Akindiji,1504,0
barnet,high barnet,E09000003,E05000056,Green Party,Grn,Joan Lillian Waterson,Joan,Waterson,359,0
barnet,high barnet,E09000003,E05000056,Labour Party,Lab,Emma Whysall,Emma,Whysall,2051,1
barnet,high barnet,E09000003,E05000056,Labour Party,Lab,Paul Joseph Edwards,Paul,Edwards,2044,1
barnet,high barnet,E09000003,E05000056,Liberal Democrats,LD,Michael Henry Calvert West,Michael,West,182,0
barnet,high barnet,E09000003,E05000056,Liberal Democrats,LD,Peter Anthony Lusher,Peter,Lusher,212,0
barnet,high barnet,E09000003,E05000056,Rejoin EU,Other,Richard Hewison,Richard,Hewison,116,0
barnet,mill hill,E09000003,E05000057,Conservative and Unionist Party,Con,Elliot Simberg,Elliot,Simberg,1909,1
barnet,mill hill,E09000003,E05000057,Conservative and Unionist Party,Con,Laithe Jajeh,Laithe,Jajeh,1783,1
barnet,mill hill,E09000003,E05000057,Conservative and Unionist Party,Con,Val Duschinsky,Val,Duschinsky,2010,1
barnet,mill hill,E09000003,E05000057,Green Party,Grn,Elizabeth Rosalind Wardle,Elizabeth,Wardle,441,0
barnet,mill hill,E09000003,E05000057,Labour Party,Lab,Frankie Grant,Frankie,Grant,1413,0
