councilName,wardName,DistrictGSS,WardGSS,partyFullName,party,candidateFullName,candidateFirstName,candidateLastName,numVotes,elected
Barking and Dagenham,Longbridge,E09000002,E05000035,Independent,Ind,"Baig, Shaheryaar",Shaheryaar,Baig,270,0
Barking and Dagenham,Mayesbrook,E09000002,E05000036,Labour Party,Lab,"Smith, Danielle J. Ms.",Danielle,Smith,1217,1
Barking and Dagenham,Mayesbrook,E09000002,E05000036,Labour Party,Lab,"Haroon, Kashif",Kashif,Haroon,1105,1
Barking and Dagenham,Mayesbrook,E09000002,E05000036,Labour Party,Lab,"Oluwole, Adegboyega O.",Adegboyega,Oluwole,1073,1
Barking and Dagenham,Mayesbrook,E09000002,E05000036,UK Independence Party (UKIP),Other,"Hunt, Dorothy M.*",Dorothy,Hunt,1061,0
Barking and Dagenham,Mayesbrook,E09000002,E05000036,Green Party,Grn,"Rablen, Antony F.",Antony,Rablen,353,0
Barking and Dagenham,Mayesbrook,E09000002,E05000036,British National Party,BNP,"De Santis, Giuseppe",Giuseppe,De Santis,280,0
Barking and Dagenham,Mayesbrook,E09000002,E05000036,Conservative Party,Con,"Begum, Sufia",Sufia,Begum,252,0
Barking and Dagenham,Mayesbrook,E09000002,E05000036,Conservative Party,Con,"Rahman, Md. F.",Md.,Rahman,196,0
Barking and Dagenham,Mayesbrook,E09000002,E05000036,Conservative Party,Con,"Shahjahan, Ahmed",Ahmed,Shahjahan,166,0
Barking and Dagenham,Parsloes,E09000002,E05000037,Labour Party,Lab,"Rice, Christopher D.*",Christopher,Rice,1317,1
Barking and Dagenham,Parsloes,E09000002,E05000037,Labour Party,Lab,"Kangethe, Elizabeth W. Ms.*",Elizabeth,Kangethe,1252,1
Barking and Dagenham,Parsloes,E09000002,E05000037,Labour Party,Lab,"Zanitchkhah, Linda Ms.",Linda,Zanitchkhah,1111,1
Barking and Dagenham,Parsloes,E09000002,E05000037,UK Independence Party (UKIP),Other,"Hall, Richard P.",Richard,Hall,900,0
Barking and Dagenham,Parsloes,E09000002,E05000037,Conservative Party,Con,"Miah, Goyas",Goyas,Miah,249,0
Barking and Dagenham,Parsloes,E09000002,E05000037,Conservative Party,Con,"Ali, Zahanara",Zahanara,Ali,202,0
Barking and Dagenham,Parsloes,E09000002,E05000037,Conservative Party,Con,"Chowdhury, Numaun I.",Numaun,Chowdhury,196,0
Barking and Dagenham,River,E09000002,E05000038,Labour Party,Lab,"Chand, Peter",Peter,Chand,1668,1
Barking and Dagenham,River,E09000002,E05000038,Labour Party,Lab,"Keller, Eileen S. Ms.*",Eileen,Keller,1668,1
Barking and Dagenham,River,E09000002,E05000038,Labour Party,Lab,"Jamu, Amardeep S.*",Amardeep,Jamu,1491,1
Barking and Dagenham,River,E09000002,E05000038,UK Independence Party (UKIP),Other,"Harris, Lorraine M. Ms.",Lorraine,Harris,875,0
Barking and Dagenham,River,E09000002,E05000038,Conservative Party,Con,"Majid, Husneara",Husneara,Majid,317,0
Barking and Dagenham,Thames,E09000002,E05000039,Labour Party,Lab,"Channer, Josephine Ms.*",Josephine,Channer,1720,1
Barking and Dagenham,Thames,E09000002,E05000039,Labour Party,Lab,"Geddes, Cameron*",Cameron,Geddes,1622,1
Barking and Dagenham,Thames,E09000002,E05000039,Labour Party,Lab,"Turner, Bill",Bill,Turner,1573,1
Barking and Dagenham,Thames,E09000002,E05000039,UK Independence Party (UKIP),Other,"Cracknell, Joyce P. Ms.",Joyce,Cracknell,655,0
Barking and Dagenham,Thames,E09000002,E05000039,UK Independence Party (UKIP),Other,"Dumbleton, Pamela E. Ms.",Pamela,Dumbleton,644,0
Barking and Dagenham,Thames,E09000002,E05000039,Conservative Party,Con,"Begum, Reba",Reba,Begum,266,0
Barking and Dagenham,Thames,E09000002,E05000039,Socialist Labour Party,Other,"Poulton, Barry*",Barry,Poulton,245,0
Barking and Dagenham,Thames,E09000002,E05000039,Conservative Party,Con,"Boff, Andrew",Andrew,Boff,244,0
Barking and Dagenham,Thames,E09000002,E05000039,Conservative Party,Con,"Dutta, Bijan",Bijan,Dutta,138,0
Barking and Dagenham,Thames,E09000002,E05000039,Trade Unionist and Socialist Coalition,Other,"Mambulmh, Joseph",Joseph,Mambulmh,56,0
Barking and Dagenham,Valence,E09000002,E05000040,Labour Party,Lab,"Jones, Jane E. Ms.",Jane,Jones,1471,1
Barking and Dagenham,Valence,E09000002,E05000040,Labour Party,Lab,"Worby, Maureen M. Ms.*",Maureen,Worby,1403,1
Barking and Dagenham,Valence,E09000002,E05000040,Labour Party,Lab,"Ghani, Syed F.",Syed,Ghani,1243,1
Barking and Dagenham,Valence,E09000002,E05000040,UK Independence Party (UKIP),Other,"Ward, Christopher C.",Christopher,Ward,1004,0
Barking and Dagenham,Valence,E09000002,E05000040,Green Party,Grn,"Hollis, Alexander O.",Alexander,Hollis,350,0
Barking and Dagenham,Valence,E09000002,E05000040,Conservative Party,Con,"Chowdhury, Ahia A.",Ahia,Chowdhury,279,0
Barking and Dagenham,Valence,E09000002,E05000040,Conservative Party,Con,"Ali, Mobarock",Mobarock,Ali,223,0
Barking and Dagenham,Valence,E09000002,E05000040,Conservative Party,Con,"Miah, Istor",Istor,Miah,166,0
Barking and Dagenham,Village,E09000002,E05000041,Labour Party,Lab,"Waker, Lee R.*",Lee,Waker,2031,1
Barking and Dagenham,Village,E09000002,E05000041,Labour Party,Lab,"Waker, Philip T.*",Philip,Waker,1892,1
Barking and Dagenham,Village,E09000002,E05000041,Labour Party,Lab,"Mullane, Margaret Ms.*",Margaret,Mullane,1889,1
Barking and Dagenham,Village,E09000002,E05000041,UK Independence Party (UKIP),Other,"Harris, Peter J.",Peter,Harris,1082,0
Barking and Dagenham,Village,E09000002,E05000041,Liberal Democrats,LD,"Watson, Christine R.",Christine,Watson,190,0
Barking and Dagenham,Whalebone,E09000002,E05000042,Labour Party,Lab,"White, John R.*",John,White,1625,1
Barking and Dagenham,Whalebone,E09000002,E05000042,Labour Party,Lab,"Bartlett, Melanie Ms.",Melanie,Bartlett,1620,1
Barking and Dagenham,Whalebone,E09000002,E05000042,Labour Party,Lab,"Smith, Liam A.",Liam,Smith,1526,1
Barking and Dagenham,Whalebone,E09000002,E05000042,UK Independence Party (UKIP),Other,"Bedwell, Albert E.",Albert,Bedwell,867,0
Barking and Dagenham,Whalebone,E09000002,E05000042,Conservative Party,Con,"Ahmed, Juhel",Juhel,Ahmed,515,0
Barking and Dagenham,Whalebone,E09000002,E05000042,Conservative Party,Con,"Cockling, Jean M. Ms.",Jean,Cockling,514,0
Barking and Dagenham,Whalebone,E09000002,E05000042,Liberal Democrats,LD,"George, William H.",William,George,204,0
Barnet,Brunswick Park,E09000003,E05000043,Labour Party,Lab,"Levine, Kathy Ms.",Kathy,Levine,1951,1
Barnet,Brunswick Park,E09000003,E05000043,Labour Party,Lab,"Ioannidis, Andreas*",Andreas,Ioannidis,1944,1
Barnet,Brunswick Park,E09000003,E05000043,Conservative Party,Con,"Rutter, Lisa Ms.*",Lisa,Rutter,1899,1
Barnet,Brunswick Park,E09000003,E05000043,Conservative Party,Con,"Tambourides, Andreas*",Andreas,Tambourides,1876,0
Barnet,Brunswick Park,E09000003,E05000043,Labour Party,Lab,"Rowe, James",James,Rowe,1820,0
Barnet,Brunswick Park,E09000003,E05000043,Conservative Party,Con,"Savvides, Antonis",Antonis,Savvides,1742,0
Barnet,Brunswick Park,E09000003,E05000043,Green Party,Grn,"Javes, Howard T. C.",Howard,Javes,499,0
Barnet,Brunswick Park,E09000003,E05000043,Liberal Democrats,LD,"Beeton, Sandra J. Ms.",Sandra,Beeton,270,0
Barnet,Brunswick Park,E09000003,E05000043,Liberal Democrats,LD,"Ritson, Jennifer W. Ms.",Jennifer,Ritson,218,0
Barnet,Brunswick Park,E09000003,E05000043,Liberal Democrats,LD,"Otten, Sakura G. Ms.",Sakura,Otten,168,0
Barnet,Burnt Oak,E09000003,E05000044,Labour Party,Lab,"Farrier, Claire Ms.*",Claire,Farrier,2622,1
Barnet,Burnt Oak,E09000003,E05000044,Labour Party,Lab,"O-Macauley, Charlie",Charlie,O-Macauley,2223,1
Barnet,Burnt Oak,E09000003,E05000044,Labour Party,Lab,"Naqvi, Ammar",Ammar,Naqvi,2177,1
Barnet,Burnt Oak,E09000003,E05000044,Conservative Party,Con,"Gurung, Lachhya",Lachhya,Gurung,889,0
Barnet,Burnt Oak,E09000003,E05000044,Conservative Party,Con,"Connolly, John J.",John,Connolly,854,0
Barnet,Burnt Oak,E09000003,E05000044,Conservative Party,Con,"Karnani, Richa",Richa,Karnani,651,0
Barnet,Burnt Oak,E09000003,E05000044,Green Party,Grn,"Curati, Maggie Ms.",Maggie,Curati,447,0
Barnet,Burnt Oak,E09000003,E05000044,Independent,Ind,"Alabi, Bidemi",Bidemi,Alabi,328,0
Barnet,Burnt Oak,E09000003,E05000044,Liberal Democrats,LD,"Roberts, Michael C.",Michael,Roberts,286,0
Barnet,Burnt Oak,E09000003,E05000044,Liberal Democrats,LD,"Iwi, Diana C. Ms.",Diana,Iwi,242,0
Barnet,Burnt Oak,E09000003,E05000044,Liberal Democrats,LD,"Kiyingi, Yahaya D.",Yahaya,Kiyingi,152,0
Barnet,Childs Hill,E09000003,E05000045,Conservative Party,Con,"Ryde, Shimon",Shimon,Ryde,1544,1
Barnet,Childs Hill,E09000003,E05000045,Conservative Party,Con,"Zinkin, Peter",Peter,Zinkin,1536,1
Barnet,Childs Hill,E09000003,E05000045,Liberal Democrats,LD,"Cohen, Jack B.*",Jack,Cohen,1509,1
Barnet,Childs Hill,E09000003,E05000045,Conservative Party,Con,"Grover, Rohit R.",Rohit,Grover,1500,0
Barnet,Childs Hill,E09000003,E05000045,Labour Party,Lab,"Smith, Andrew",Andrew,Smith,1463,0
Barnet,Childs Hill,E09000003,E05000045,Labour Party,Lab,"Ajakaiye, Ade",Ade,Ajakaiye,1408,0
Barnet,Childs Hill,E09000003,E05000045,Labour Party,Lab,"Patel, Nila Ms.",Nila,Patel,1381,0
Barnet,Childs Hill,E09000003,E05000045,Liberal Democrats,LD,"Henry, Charlotte A. Ms.",Charlotte,Henry,1222,0
Barnet,Childs Hill,E09000003,E05000045,Liberal Democrats,LD,"Davies, Jonathan M.",Jonathan,Davies,1198,0
Barnet,Childs Hill,E09000003,E05000045,Green Party,Grn,"Marasco, Francesco E.",Francesco,Marasco,501,0
Barnet,Colindale,E09000003,E05000046,Labour Party,Lab,"Narenthira, Nagus",Nagus,Narenthira,2190,1
Barnet,Colindale,E09000003,E05000046,Labour Party,Lab,"Sargeant, Gill Ms.*",Gill,Sargeant,2088,1
Barnet,Colindale,E09000003,E05000046,Labour Party,Lab,"Zubairi, Zakia*",Zakia,Zubairi,2015,1
Barnet,Colindale,E09000003,E05000046,Conservative Party,Con,"Akwaeze, Nneka",Nneka,Akwaeze,501,0
Barnet,Colindale,E09000003,E05000046,Conservative Party,Con,"Nicholson, William J.",William,Nicholson,466,0
Barnet,Colindale,E09000003,E05000046,Conservative Party,Con,"Bokaei, Golnar",Golnar,Bokaei,420,0
Barnet,Colindale,E09000003,E05000046,UK Independence Party (UKIP),Other,"Baskin, John J.",John,Baskin,347,0
Barnet,Colindale,E09000003,E05000046,UK Independence Party (UKIP),Other,"Ryan, Barry",Barry,Ryan,309,0
Barnet,Colindale,E09000003,E05000046,UK Independence Party (UKIP),Other,"Khan, Khalid",Khalid,Khan,268,0
Barnet,Colindale,E09000003,E05000046,Liberal Democrats,LD,"Estermann, Daniel",Daniel,Estermann,133,0
Barnet,Colindale,E09000003,E05000046,Green Party,Grn,"Curati, Maggie Ms.",Maggie,Curati,130,0
Barnet,Colindale,E09000003,E05000046,Green Party,Grn,"Newby, Andrew J.",Andrew,Newby,114,0
Barnet,Colindale,E09000003,E05000046,Green Party,Grn,"Marasco, Francesco",Francesco,Marasco,108,0
Barnet,Colindale,E09000003,E05000046,Liberal Democrats,LD,"Corney, Victor P. E.",Victor,Corney,90,0
Barnet,Colindale,E09000003,E05000046,Liberal Democrats,LD,"Warsame, Sabriye H.",Sabriye,Warsame,87,0
Barnet,Coppetts,E09000003,E05000047,Labour Party,Lab,"Rawlings, Barry*",Barry,Rawlings,2256,1
Barnet,Coppetts,E09000003,E05000047,Labour Party,Lab,"Coakley-Webb, Pauline Ms.",Pauline,Coakley-Webb,2201,1
Barnet,Coppetts,E09000003,E05000047,Labour Party,Lab,"Patel, Reema Ms.",Reema,Patel,2179,1
Barnet,Coppetts,E09000003,E05000047,Conservative Party,Con,"Salinger, Kate Ms.*",Kate,Salinger,1517,0
Barnet,Coppetts,E09000003,E05000047,Conservative Party,Con,"Green, Lorna Ms.",Lorna,Green,1355,0
Barnet,Coppetts,E09000003,E05000047,Conservative Party,Con,"Nicolaides, Andreas",Andreas,Nicolaides,1277,0
Barnet,Coppetts,E09000003,E05000047,Green Party,Grn,"Bunting, Rebecca Ms.",Rebecca,Bunting,640,0
Barnet,Coppetts,E09000003,E05000047,Green Party,Grn,"Bunting, Edward",Edward,Bunting,544,0
Barnet,Coppetts,E09000003,E05000047,Green Party,Grn,"Newby, Andrew J.",Andrew,Newby,469,0
Barnet,Coppetts,E09000003,E05000047,Liberal Democrats,LD,"Bullen, David L.",David,Bullen,218,0
Barnet,Coppetts,E09000003,E05000047,Liberal Democrats,LD,"Boo, Enrique M.",Enrique,Boo,197,0
Barnet,Coppetts,E09000003,E05000047,Independent,Ind,"Akhavan, Mehdi",Mehdi,Akhavan,163,0
Barnet,Coppetts,E09000003,E05000047,Liberal Democrats,LD,"Rees, Melvyn K.",Melvyn,Rees,153,0
Barnet,East Barnet,E09000003,E05000048,Labour Party,Lab,"Challice, Rebecca Ms.",Rebecca,Challice,2108,1
Barnet,East Barnet,E09000003,E05000048,Labour Party,Lab,"Williams, Laurie",Laurie,Williams,2044,1
Barnet,East Barnet,E09000003,E05000048,Labour Party,Lab,"Cohen, Philip",Philip,Cohen,1993,1
Barnet,East Barnet,E09000003,E05000048,Conservative Party,Con,"Evangeli, Barry*",Barry,Evangeli,1894,0
Barnet,East Barnet,E09000003,E05000048,Conservative Party,Con,"Tambourides, Joanna Ms.*",Joanna,Tambourides,1873,0
Barnet,East Barnet,E09000003,E05000048,Conservative Party,Con,"Rams, Robert*",Robert,Rams,1820,0
Barnet,East Barnet,E09000003,E05000048,Green Party,Grn,"Aitken, Roger L.",Roger,Aitken,638,0
Barnet,East Barnet,E09000003,E05000048,Green Party,Grn,"Varvarides, Pennie Ms.",Pennie,Varvarides,576,0
Barnet,East Barnet,E09000003,E05000048,Green Party,Grn,"Pressland, Kevin R.",Kevin,Pressland,505,0
Barnet,East Barnet,E09000003,E05000048,Liberal Democrats,LD,"Roberts, Deborah E. Ms.",Deborah,Roberts,194,0
Barnet,East Barnet,E09000003,E05000048,Liberal Democrats,LD,"Umbo, Eileen M. Ms.",Eileen,Umbo,175,0
Barnet,East Barnet,E09000003,E05000048,Liberal Democrats,LD,"Giltinane, Joe A.",Joe,Giltinane,173,0
Barnet,East Finchley,E09000003,E05000049,Labour Party,Lab,"Moore, Alison Ms.*",Alison,Moore,2711,1
Barnet,East Finchley,E09000003,E05000049,Labour Party,Lab,"Mittra, Arjun K.*",Arjun,Mittra,2565,1
Barnet,East Finchley,E09000003,E05000049,Labour Party,Lab,"Or-Bach, Alon",Alon,Or-Bach,2201,1
Barnet,East Finchley,E09000003,E05000049,Conservative Party,Con,"Stepanenko, Stepan",Stepan,Stepanenko,1013,0
Barnet,East Finchley,E09000003,E05000049,Conservative Party,Con,"Gupta, Anshul",Anshul,Gupta,988,0
Barnet,East Finchley,E09000003,E05000049,Conservative Party,Con,"Maund, Alan R.",Alan,Maund,988,0
Barnet,East Finchley,E09000003,E05000049,Green Party,Grn,"Lynch, Noel T.",Noel,Lynch,640,0
Barnet,East Finchley,E09000003,E05000049,Green Party,Grn,"Norman, Stephen P. H.",Stephen,Norman,606,0
Barnet,East Finchley,E09000003,E05000049,Green Party,Grn,"Mellows, David H.",David,Mellows,602,0
Barnet,East Finchley,E09000003,E05000049,Liberal Democrats,LD,"Arram, Joyce M. Ms.",Joyce,Arram,410,0
Barnet,East Finchley,E09000003,E05000049,Liberal Democrats,LD,"Davis, Malcolm B.",Malcolm,Davis,310,0
