councilName,wardName,DistrictGSS,WardGSS,partyFullName,party,candidateFullName,candidateFirstName,candidateLastName,numVotes,elected
barking and dagenham,gascoigne,E09000002,E05000032,Conservative and Unionist Party,Con,X,X_Fergie,X_Smith,283,0
barking and dagenham,gascoigne,E09000002,E05000032,Labour Party,Lab,X,X_Janet,X_Bailey,1272,1
barking and dagenham,gascoigne,E09000002,E05000032,Labour Party,Lab,X,X_David,X_McNamara,1121,1
barking and dagenham,gascoigne,E09000002,E05000032,Labour Party,Lab,X,X_Bradley,X_Fage,1146,1
barking and dagenham,gascoigne,E09000002,E05000032,Trade Unionist and Socialist Coalition,Other,X,X_Chris,X_Knightley,154,0
barking and dagenham,goresbrook,E09000002,E05000033,Conservative and Unionist Party,Con,X,X_Terry,X_Horwich,489,0
barking and dagenham,goresbrook,E09000002,E05000033,Conservative and Unionist Party,Con,X,X_Peter,X_Harris,535,0
barking and dagenham,goresbrook,E09000002,E05000033,Labour Party,Lab,X,X_Gwendoline,X_Jarrett,1233,1
barking and dagenham,goresbrook,E09000002,E05000033,Labour Party,Lab,X,X_Pierre,X_Sherwood,1119,1
barking and dagenham,goresbrook,E09000002,E05000033,Labour Party,Lab,X,X_Nicole,X_Drury,1292,1
barking and dagenham,heath,E09000002,E05000034,Conservative and Unionist Party,Con,X,X_Darshi,X_Ramsey,338,0
barking and dagenham,heath,E09000002,E05000034,Conservative and Unionist Party,Con,X,X_Brendan,X_Kent,338,0
barking and dagenham,heath,E09000002,E05000034,Labour Party,Lab,X,X_Sachin,X_Absolon,930,1
barking and dagenham,heath,E09000002,E05000034,Labour Party,Lab,X,X_Jill,X_Keh,952,1
barking and dagenham,longbridge,E09000002,E05000035,Conservative and Unionist Party,Con,X,X_Daniel,X_Chowdhury,1150,0
barking and dagenham,longbridge,E09000002,E05000035,Labour Party,Lab,X,X_Pippa,X_Qu,2038,1
barking and dagenham,longbridge,E09000002,E05000035,Labour Party,Lab,X,X_Jose,X_Erbil,1746,1
barking and dagenham,longbridge,E09000002,E05000035,Labour Party,Lab,X,X_David,X_Miller,2164,1
barking and dagenham,longbridge,E09000002,E05000035,Liberal Democrats,LD,X,X_Claire,X_Ormsby,373,0
barking and dagenham,mayesbrook,E09000002,E05000036,Conservative and Unionist Party,Con,X,X_William,X_Charge,565,0
barking and dagenham,mayesbrook,E09000002,E05000036,Conservative and Unionist Party,Con,X,X_Retno,X_Holden,559,0
barking and dagenham,mayesbrook,E09000002,E05000036,Labour Party,Lab,X,X_Liz,X_Samatar,1242,1
barking and dagenham,mayesbrook,E09000002,E05000036,Labour Party,Lab,X,X_Will,X_Shackle,1259,1
barking and dagenham,mayesbrook,E09000002,E05000036,Labour Party,Lab,X,X_Diana,X_Terrell,1301,1
barking and dagenham,northbury,E09000002,todo,Conservative and Unionist Party,Con,X,X_Sarah,X_Warlow,363,0
barking and dagenham,northbury,E09000002,todo,Green Party,Grn,X,X_Natasha,X_Naqvi,221,0
barking and dagenham,northbury,E09000002,todo,Green Party,Grn,X,X_Karen,X_Tonge,209,0
barking and dagenham,northbury,E09000002,todo,Green Party,Grn,X,X_Len,X_Schmitz,317,0
barking and dagenham,northbury,E09000002,todo,Labour Party,Lab,X,X_Nicholas,X_Compton-Taylor,1398,1
barking and dagenham,northbury,E09000002,todo,Labour Party,Lab,X,X_Bettina,X_Hirsch,1364,1
barking and dagenham,northbury,E09000002,todo,Labour Party,Lab,X,X_Maggie,X_Clark,1500,1
barking and dagenham,parsloes,E09000002,E05000037,Conservative and Unionist Party,Con,X,X_Nigel,X_Kelly,577,0
barking and dagenham,parsloes,E09000002,E05000037,Labour Party,Lab,X,X_Lewis,X_Hogg,1558,1
barking and dagenham,parsloes,E09000002,E05000037,Labour Party,Lab,X,X_David,X_Ward,1506,1
barking and dagenham,parsloes,E09000002,E05000037,Labour Party,Lab,X,X_Daniel,X_Busbridge,1296,1
barking and dagenham,thames view,E09000002,todo,Christian Peoples Alliance,Other,X,X_Sally,X_Coleman,91,0
barking and dagenham,thames view,E09000002,todo,Conservative and Unionist Party,Con,X,X_Sean,X_Bridge,263,0
barking and dagenham,thames view,E09000002,todo,Labour Party,Lab,X,X_Calum,X_Lashley,701,1
barking and dagenham,thames view,E09000002,todo,Labour Party,Lab,X,X_Toby,X_Rice,633,1
barking and dagenham,thames view,E09000002,todo,Trade Unionist and Socialist Coalition,Other,X,X_Marius,X_Cuellar-Bridy,75,0
barking and dagenham,valence,E09000002,E05000040,Conservative and Unionist Party,Con,X,X_Niall,X_Charman-Blower,570,0
barking and dagenham,valence,E09000002,E05000040,Labour Party,Lab,X,X_Elliot,X_Barros,1514,1
barking and dagenham,valence,E09000002,E05000040,Labour Party,Lab,X,X_Rahoul,X_Garner,1403,1
barking and dagenham,valence,E09000002,E05000040,Labour Party,Lab,X,X_Martin,X_Karmel,1358,1
barking and dagenham,village,E09000002,E05000041,Conservative and Unionist Party,Con,X,X_Simon,X_Martin,471,0
barking and dagenham,village,E09000002,E05000041,Conservative and Unionist Party,Con,X,X_Dominic,X_Mcguirk,431,0
barking and dagenham,village,E09000002,E05000041,Labour Party,Lab,X,X_Paul,X_McHugh,1675,1
barking and dagenham,village,E09000002,E05000041,Labour Party,Lab,X,X_Philip,X_Evans,1690,1
barking and dagenham,village,E09000002,E05000041,Labour Party,Lab,X,X_Robert,X_Barnett,1647,1
barking and dagenham,whalebone,E09000002,E05000042,Conservative and Unionist Party,Con,X,X_Brahma,X_Patel,709,0
barking and dagenham,whalebone,E09000002,E05000042,Labour Party,Lab,X,X_Mike,X_Niemierko,1687,1
barking and dagenham,whalebone,E09000002,E05000042,Labour Party,Lab,X,X_Rosie,X_Magny,1698,1
barking and dagenham,whalebone,E09000002,E05000042,Labour Party,Lab,X,X_Krishna,X_Zaman,1441,1
barnet,barnet vale,E09000003,todo,Conservative and Unionist Party,Con,X,X_Jean,X_Hye,2080,1
barnet,barnet vale,E09000003,todo,Conservative and Unionist Party,Con,X,X_Helen,X_Gobidaas,2016,0
barnet,barnet vale,E09000003,todo,Conservative and Unionist Party,Con,X,X_Asima,X_Hussain,1972,0
barnet,barnet vale,E09000003,todo,Green Party,Grn,X,X_Meenal,X_Blears,732,0
barnet,barnet vale,E09000003,todo,Labour Party,Lab,X,X_Suna,X_Rasmussen,2192,1
barnet,barnet vale,E09000003,todo,Labour Party,Lab,X,X_Marshel,X_Hammond,2054,1
barnet,barnet vale,E09000003,todo,Labour Party,Lab,X,X_Robert,X_Fry,1834,0
barnet,barnet vale,E09000003,todo,Liberal Democrats,LD,X,X_Jane,X_Lehmann,416,0
barnet,barnet vale,E09000003,todo,Liberal Democrats,LD,X,X_Nicholas,X_Papier,747,0
barnet,barnet vale,E09000003,todo,Liberal Democrats,LD,X,X_Shivraj,X_Weaks,693,0
barnet,brunswick park,E09000003,E05000043,Conservative and Unionist Party,Con,X,X_Makbule,X_Markwell,1805,0
barnet,brunswick park,E09000003,E05000043,Conservative and Unionist Party,Con,X,X_Aisha,X_Linton,1918,0
barnet,brunswick park,E09000003,E05000043,Conservative and Unionist Party,Con,X,X_Niall,X_Coad,1829,0
barnet,brunswick park,E09000003,E05000043,Green Party,Grn,X,X_Suzanne,X_Drage,524,0
barnet,brunswick park,E09000003,E05000043,Labour Party,Lab,X,X_Joanna,X_Malik,2381,1
barnet,brunswick park,E09000003,E05000043,Labour Party,Lab,X,X_Kita,X_Marks,2353,1
barnet,brunswick park,E09000003,E05000043,Labour Party,Lab,X,X_Patrick,X_Collinson,2193,1
barnet,brunswick park,E09000003,E05000043,Liberal Democrats,LD,X,X_Lebo,X_Odutola,262,0
barnet,brunswick park,E09000003,E05000043,Liberal Democrats,LD,X,X_Michael,X_Hughes,247,0
barnet,brunswick park,E09000003,E05000043,Liberal Democrats,LD,X,X_Miki,X_Harris,321,0
barnet,burnt oak,E09000003,E05000044,Conservative and Unionist Party,Con,X,X_Dudley,X_Hymas,962,0
barnet,burnt oak,E09000003,E05000044,Conservative and Unionist Party,Con,X,X_Paul,X_Iggulden,736,0
barnet,burnt oak,E09000003,E05000044,Conservative and Unionist Party,Con,X,X_Grant,X_Brown,861,0
barnet,burnt oak,E09000003,E05000044,Green Party,Grn,X,X_Johnny,X_Wells,520,0
barnet,burnt oak,E09000003,E05000044,Labour Party,Lab,X,X_Martin,X_Lee,2105,1
barnet,burnt oak,E09000003,E05000044,Labour Party,Lab,X,X_Nia,X_Petrou,2377,1
barnet,burnt oak,E09000003,E05000044,Labour Party,Lab,X,X_Melvin,X_Archer,2545,1
barnet,childs hill,E09000003,E05000045,Conservative and Unionist Party,Con,X,X_Weronika,X_Brar,1497,0
barnet,childs hill,E09000003,E05000045,Conservative and Unionist Party,Con,X,X_Clare,X_Post,1740,0
barnet,childs hill,E09000003,E05000045,Conservative and Unionist Party,Con,X,X_Juergen,X_Costi,1746,0
barnet,childs hill,E09000003,E05000045,Green Party,Grn,X,X_Ugochi,X_Dixon,451,0
barnet,childs hill,E09000003,E05000045,Labour Party,Lab,X,X_Eric,X_Wilkinson-Bewick,2061,1
barnet,childs hill,E09000003,E05000045,Labour Party,Lab,X,X_Farah,X_Netley,1936,1
barnet,childs hill,E09000003,E05000045,Labour Party,Lab,X,X_Ron,X_Peek,1844,1
barnet,childs hill,E09000003,E05000045,Liberal Democrats,LD,X,X_Fathima,X_Rashid,597,0
barnet,childs hill,E09000003,E05000045,Liberal Democrats,LD,X,X_Roy,X_Perfect,627,0
barnet,childs hill,E09000003,E05000045,Liberal Democrats,LD,X,X_Majid,X_Best,502,0
barnet,colindale north,E09000003,todo,Conservative and Unionist Party,Con,X,X_Alison,X_Broek,360,0
barnet,colindale north,E09000003,todo,Conservative and Unionist Party,Con,X,X_Shaan,X_Shaw,333,0
barnet,colindale north,E09000003,todo,Green Party,Grn,X,X_Nirali,X_Vambe,172,0
barnet,colindale north,E09000003,todo,Independent,Ind,X,X_Gren,X_Toki,243,0
barnet,colindale north,E09000003,todo,Independent,Ind,X,X_Tim,X_Driscoll,91,0
barnet,colindale north,E09000003,todo,Labour Party,Lab,X,X_Rita,X_Mitchell,1156,1
barnet,colindale north,E09000003,todo,Labour Party,Lab,X,X_Caroline,X_Pontin,1102,1
barnet,colindale south,E09000003,todo,Conservative and Unionist Party,Con,X,X_Xander,X_Holland,945,0
barnet,colindale south,E09000003,todo,Conservative and Unionist Party,Con,X,X_Martin,X_Catterall,775,0
barnet,colindale south,E09000003,todo,Conservative and Unionist Party,Con,X,X_Chessie,X_Robinson,807,0
barnet,colindale south,E09000003,todo,Green Party,Grn,X,X_Graham,X_Martin,437,0
barnet,colindale south,E09000003,todo,Labour Party,Lab,X,X_Ian,X_Kane,2008,1
barnet,colindale south,E09000003,todo,Labour Party,Lab,X,X_Katherine,X_Haywood,1888,1
barnet,colindale south,E09000003,todo,Labour Party,Lab,X,X_Charlie,X_Rossi,1936,1
barnet,cricklewood,E09000003,todo,Conservative and Unionist Party,Con,X,X_Sam,X_Ajidele,356,0
barnet,cricklewood,E09000003,todo,Conservative and Unionist Party,Con,X,X_Obi,X_Robertson,415,0
barnet,cricklewood,E09000003,todo,Green Party,Grn,X,X_Michael,X_Dwight,192,0
barnet,cricklewood,E09000003,todo,Labour and Co-operative Party,Lab,X,X_Barry,X_Jennings,1109,1
barnet,cricklewood,E09000003,todo,Labour and Co-operative Party,Lab,X,X_Thomas,X_Bridson,1314,1
barnet,cricklewood,E09000003,todo,Liberal Democrats,LD,X,X_John,X_Reynolds,106,0
barnet,cricklewood,E09000003,todo,Liberal Democrats,LD,X,X_Fabio,X_Cooper-Marbiah,131,0
barnet,east barnet,E09000003,E05000048,Conservative and Unionist Party,Con,X,X_Benjamin,X_Sobiecki,2229,0
barnet,east barnet,E09000003,E05000048,Conservative and Unionist Party,Con,X,X_Gio,X_Billenness,2023,0
barnet,east barnet,E09000003,E05000048,Conservative and Unionist Party,Con,X,X_Kerry,X_Pillay,2055,0
barnet,east barnet,E09000003,E05000048,Green Party,Grn,X,X_Hannah,X_Lowe,628,0
barnet,east barnet,E09000003,E05000048,Labour Party,Lab,X,X_Petri,X_Karnani,2514,1
barnet,east barnet,E09000003,E05000048,Labour Party,Lab,X,X_Darren,X_Ormrod,2547,1
barnet,east barnet,E09000003,E05000048,Labour Party,Lab,X,X_Nick,X_Prager,2342,1
barnet,east barnet,E09000003,E05000048,Liberal Democrats,LD,X,X_Heather,X_Harris,280,0
barnet,east barnet,E09000003,E05000048,Liberal Democrats,LD,X,X_Benjamin,X_Rich,243,0
barnet,east barnet,E09000003,E05000048,Liberal Democrats,LD,X,X_Lynsey,X_Morris,374,0
barnet,east finchley,E09000003,E05000049,Conservative and Unionist Party,Con,X,X_Jasmine,X_Kean,643,0
barnet,east finchley,E09000003,E05000049,Conservative and Unionist Party,Con,X,X_Jackie,X_Ainah,627,0
barnet,east finchley,E09000003,E05000049,Conservative and Unionist Party,Con,X,X_Michael,X_Williscroft,671,0
barnet,east finchley,E09000003,E05000049,Green Party,Grn,X,X_Brigitte,X_Loughnane,592,0
barnet,east finchley,E09000003,E05000049,Labour and Co-operative Party,Lab,X,X_Nina,X_Bays,3001,1
barnet,east finchley,E09000003,E05000049,Labour and Co-operative Party,Lab,X,X_Jane,X_Sachs,3122,1
barnet,east finchley,E09000003,E05000049,Labour and Co-operative Party,Lab,X,X_Paul,X_Langer,2895,1
barnet,east finchley,E09000003,E05000049,Liberal Democrats,LD,X,X_Anji,X_Moulay,783,0
barnet,east finchley,E09000003,E05000049,Liberal Democrats,LD,X,X_Matt,X_Ratnaraja,924,0
barnet,east finchley,E09000003,E05000049,Liberal Democrats,LD,X,X_Graham,X_Brown,729,0
barnet,edgware,E09000003,E05000050,Conservative and Unionist Party,Con,X,X_Lewis,X_Uddin,3110,1
barnet,edgware,E09000003,E05000050,Conservative and Unionist Party,Con,X,X_Walaa,X_Roberts,3007,1
barnet,edgware,E09000003,E05000050,Conservative and Unionist Party,Con,X,X_Ergin,X_Denby,2746,1
barnet,edgware,E09000003,E05000050,Green Party,Grn,X,X_Angela,X_Jones,510,0
barnet,edgware,E09000003,E05000050,Labour Party,Lab,X,X_John-Paul,X_Gander,1671,0
barnet,edgware,E09000003,E05000050,Labour Party,Lab,X,X_Lorraine,X_Hammond,1478,0
barnet,edgware,E09000003,E05000050,Labour Party,Lab,X,X_Keith,X_Kavaliauskas,1372,0
barnet,edgware,E09000003,E05000050,Women's Equality Party,Other,X,X_Salah,X_Burrage,453,0
barnet,edgwarebury,E09000003,todo,Conservative and Unionist Party,Con,X,X_Colin,X_Munur,1691,1
barnet,edgwarebury,E09000003,todo,Conservative and Unionist Party,Con,X,X_Claire,X_Mistry,1749,1
barnet,edgwarebury,E09000003,todo,Green Party,Grn,X,X_Julian,X_Tearle,284,0
barnet,edgwarebury,E09000003,todo,Labour Party,Lab,X,X_Ed,X_Bhalsod,1649,0
barnet,edgwarebury,E09000003,todo,Labour Party,Lab,X,X_Kemi,X_Haroon,1582,0
barnet,finchley church end,E09000003,E05000051,Conservative and Unionist Party,Con,X,X_Naomi,X_Yeboah-Sackey,2140,1
barnet,finchley church end,E09000003,E05000051,Conservative and Unionist Party,Con,X,X_Andrew,X_Vora,2357,1
barnet,finchley church end,E09000003,E05000051,Conservative and Unionist Party,Con,X,X_Alexander,X_Lines,2155,1
barnet,finchley church end,E09000003,E05000051,Green Party,Grn,X,X_Alison,X_Henry,464,0
barnet,finchley church end,E09000003,E05000051,Labour Party,Lab,X,X_Martin,X_Spence,1339,0
barnet,finchley church end,E09000003,E05000051,Labour Party,Lab,X,X_Javed,X_O'Donovan,1226,0
barnet,finchley church end,E09000003,E05000051,Labour Party,Lab,X,X_Paul,X_Bal,1464,0
barnet,finchley church end,E09000003,E05000051,Liberal Democrats,LD,X,X_Colin,X_Heather,1291,0
barnet,finchley church end,E09000003,E05000051,Liberal Democrats,LD,X,X_David,X_Haroon,1387,0
barnet,finchley church end,E09000003,E05000051,Liberal Democrats,LD,X,X_Mete,X_Gupta,1465,0
barnet,friern barnet,E09000003,todo,Conservative and Unionist Party,Con,X,X_Monsur,X_Paul,991,0
barnet,friern barnet,E09000003,todo,Conservative and Unionist Party,Con,X,X_Robert,X_Burbage,1137,0
barnet,friern barnet,E09000003,todo,Conservative and Unionist Party,Con,X,X_Danny,X_Sargent,1026,0
barnet,friern barnet,E09000003,todo,Green Party,Grn,X,X_Simon,X_Stock,550,0
barnet,friern barnet,E09000003,todo,Labour Party,Lab,X,X_Christine,X_Brand,2779,1
barnet,friern barnet,E09000003,todo,Labour Party,Lab,X,X_Kevin,X_Quigley,2880,1
barnet,friern barnet,E09000003,todo,Labour Party,Lab,X,X_Omar,X_Harvey,3030,1
barnet,friern barnet,E09000003,todo,Liberal Democrats,LD,X,X_Mariana,X_Moorthy,367,0
barnet,friern barnet,E09000003,todo,Liberal Democrats,LD,X,X_Saqlain,X_Price,350,0
barnet,friern barnet,E09000003,todo,Liberal Democrats,LD,X,X_Ben,X_Perry,350,0
barnet,garden suburb,E09000003,E05000052,Conservative and Unionist Party,Con,X,X_Mark,X_Garrick,1878,1
barnet,garden suburb,E09000003,E05000052,Conservative and Unionist Party,Con,X,X_Nicholas,X_Baksi,1895,1
barnet,garden suburb,E09000003,E05000052,Green Party,Grn,X,X_Phil,X_Levy,369,0
barnet,garden suburb,E09000003,E05000052,Independent,Ind,X,X_Andy,X_Meldrum,311,0
barnet,garden suburb,E09000003,E05000052,Labour Party,Lab,X,X_Adam,X_Kolade,878,0
barnet,garden suburb,E09000003,E05000052,Labour Party,Lab,X,X_Erica,X_Davie,1052,0
barnet,garden suburb,E09000003,E05000052,Liberal Democrats,LD,X,X_Jon,X_Grant,496,0
barnet,garden suburb,E09000003,E05000052,Liberal Democrats,LD,X,X_Paul,X_Parker,622,0
barnet,golders green,E09000003,E05000053,Conservative and Unionist Party,Con,X,X_Adrian,X_Moore,2171,1
barnet,golders green,E09000003,E05000053,Conservative and Unionist Party,Con,X,X_Andy,X_Ball,2146,1
barnet,golders green,E09000003,E05000053,Green Party,Grn,X,X_Stuart,X_Wu,205,0
barnet,golders green,E09000003,E05000053,Labour Party,Lab,X,X_Max,X_Teli,650,0
barnet,golders green,E09000003,E05000053,Labour Party,Lab,X,X_Rob,X_Barton,613,0
barnet,golders green,E09000003,E05000053,Liberal Democrats,LD,X,X_Alexa,X_Dristas,190,0
barnet,golders green,E09000003,E05000053,Liberal Democrats,LD,X,X_Nick,X_Goncalves,156,0
barnet,golders green,E09000003,E05000053,Women's Equality Party,Other,X,X_Samuel,X_Masters,113,0
barnet,hendon,E09000003,E05000055,Conservative and Unionist Party,Con,X,X_Nicola,X_Parton,2545,1
barnet,hendon,E09000003,E05000055,Conservative and Unionist Party,Con,X,X_Christine,X_Wilkinson,2632,1
barnet,hendon,E09000003,E05000055,Conservative and Unionist Party,Con,X,X_Rachel,X_Loewenstein,2436,1
barnet,hendon,E09000003,E05000055,Green Party,Grn,X,X_Natalie,X_Gill,429,0
barnet,hendon,E09000003,E05000055,Independent,Ind,X,X_Rebecca,X_Ayeni,568,0
barnet,hendon,E09000003,E05000055,Labour Party,Lab,X,X_Foyzur,X_Parizotto,1427,0
barnet,hendon,E09000003,E05000055,Labour Party,Lab,X,X_Amanda,X_Curtis,1329,0
barnet,hendon,E09000003,E05000055,Labour Party,Lab,X,X_Ben,X_White,1018,0
barnet,hendon,E09000003,E05000055,Liberal Democrats,LD,X,X_Steve,X_Losada,240,0
barnet,hendon,E09000003,E05000055,Liberal Democrats,LD,X,X_Gillian,X_Danks,276,0
barnet,hendon,E09000003,E05000055,Liberal Democrats,LD,X,X_Juliet,X_Firkins,277,0
barnet,high barnet,E09000003,E05000056,Conservative and Unionist Party,Con,X,X_Chris,X_Morton,1459,0
barnet,high barnet,E09000003,E05000056,Conservative and Unionist Party,Con,X,X_Mohammad,X_Adam,1504,0
barnet,high barnet,E09000003,E05000056,Green Party,Grn,X,X_Sem,X_Bienfait,359,0
barnet,high barnet,E09000003,E05000056,Labour Party,Lab,X,X_Maureen,X_Marlow,2051,1
barnet,high barnet,E09000003,E05000056,Labour Party,Lab,X,X_Ali,X_Veneik,2044,1
barnet,high barnet,E09000003,E05000056,Liberal Democrats,LD,X,X_Mario,X_Rodrigues,182,0
barnet,high barnet,E09000003,E05000056,Liberal Democrats,LD,X,X_Vincent,X_Bogdan,212,0
barnet,high barnet,E09000003,E05000056,Rejoin EU,Other,X,X_Richard,X_Islam,116,0
barnet,mill hill,E09000003,E05000057,Conservative and Unionist Party,Con,X,X_Imogen,X_Ling,1909,1
barnet,mill hill,E09000003,E05000057,Conservative and Unionist Party,Con,X,X_Eva,X_Robinson,1783,1
barnet,mill hill,E09000003,E05000057,Conservative and Unionist Party,Con,X,X_Brian,X_Ptashko,2010,1
barnet,mill hill,E09000003,E05000057,Green Party,Grn,X,X_Joseph,X_Brown,441,0
barnet,mill hill,E09000003,E05000057,Labour Party,Lab,X,X_Robby,X_Filipescu,1413,0
barnet,mill hill,E09000003,E05000057,Labour Party,Lab,X,X_Lesline,X_Nicholls,1390,0
barnet,mill hill,E09000003,E05000057,Labour Party,Lab,X,X_Sophie,X_Devlin,1565,0
barnet,mill hill,E09000003,E05000057,Liberal Democrats,LD,X,X_Abdus,X_Vickers,672,0
barnet,mill hill,E09000003,E05000057,Liberal Democrats,LD,X,X_Malcolm,X_Ricketts,713,0
barnet,mill hill,E09000003,E05000057,Liberal Democrats,LD,X,X_Rebecca,X_Lilley,735,0
barnet,mill hill,E09000003,E05000057,Women's Equality Party,Other,X,X_Vernon,X_Moore,262,0
barnet,totteridge woodside,E09000003,todo,Conservative and Unionist Party,Con,X,X_Nathan,X_Irfan,2041,1
barnet,totteridge woodside,E09000003,todo,Conservative and Unionist Party,Con,X,X_Margaret,X_Wood,1986,1
barnet,totteridge woodside,E09000003,todo,Conservative and Unionist Party,Con,X,X_Glenda,X_Burrows,1975,1
barnet,totteridge woodside,E09000003,todo,Green Party,Grn,X,X_Lorna,X_Lavery,455,0
barnet,totteridge woodside,E09000003,todo,Labour Party,Lab,X,X_Shaeb,X_Cameron,1283,0
barnet,totteridge woodside,E09000003,todo,Labour Party,Lab,X,X_Nasrin,X_Steinberg,1310,0
barnet,totteridge woodside,E09000003,todo,Labour Party,Lab,X,X_Matthew,X_Mahmood,1435,0
barnet,totteridge woodside,E09000003,todo,Liberal Democrats,LD,X,X_Jonathan,X_Loops,555,0
barnet,totteridge woodside,E09000003,todo,Liberal Democrats,LD,X,X_Heather,X_Jenkinson,403,0
barnet,totteridge woodside,E09000003,todo,Liberal Democrats,LD,X,X_Annabel,X_Hylton,443,0
barnet,totteridge woodside,E09000003,todo,Rejoin EU,Other,X,X_Sarmila,X_Teahan,213,0
barnet,underhill,E09000003,E05000060,Conservative and Unionist Party,Con,X,X_Amal,X_Baker,1173,0
barnet,underhill,E09000003,E05000060,Conservative and Unionist Party,Con,X,X_Issy,X_Davies,1165,0
barnet,underhill,E09000003,E05000060,Green Party,Grn,X,X_Jan,X_Jones,332,0
barnet,underhill,E09000003,E05000060,Labour Party,Lab,X,X_Julian,X_Martinez,1991,1
barnet,underhill,E09000003,E05000060,Labour Party,Lab,X,X_Rupert,X_Chan,2082,1
barnet,underhill,E09000003,E05000060,Liberal Democrats,LD,X,X_Nicola,X_Whittam,209,0
